date,observatory,xrsa,xrsb,xrsa_corr,xrsb_corr,T_cor,EM_cor,T_phot,EM_phot,EM_cor_norm,EM_phot_norm,month,day,GOES_missing,FAI_alert,FAI_true,delta_min,group_id,duration_from_start
2024-08-21 02:41:00,GOES-18,1.8054361e-07,4.5728248e-06,7.866072593287755e-08,6.359155122481752e-07,11.010967509602745,3.0571091896761444e+47,9.954563807955871,8.158322502706202e+47,0.0305710918967614,0.081583225027062,8,2024-08-21,False,True,True,1.0,3328,7.0
2024-08-21 02:42:00,GOES-18,1.7402162e-07,4.5776405e-06,5.13824858217049e-08,4.882745088252705e-07,10.213577181140396,2.5808161251725504e+47,9.153276542077393,7.2288591001011615e+47,0.0258081612517255,0.0722885910010116,8,2024-08-21,False,True,True,1.0,3328,8.0
2024-08-21 03:40:00,GOES-18,8.976232e-08,3.334442e-06,4.648114426686335e-08,4.014384558104213e-07,10.678243027021558,2.003810950333487e+47,9.61539497526825,5.457862169815765e+47,0.0200381095033348,0.0545786216981576,8,2024-08-21,False,True,True,1.0,3332,2.0
2024-08-21 03:41:00,GOES-18,7.745374e-08,3.3014771e-06,3.297139272717686e-08,3.611928605096182e-07,9.55972858758928,2.0922084207341083e+47,8.522694360189652,6.088915547778568e+47,0.020922084207341,0.0608891554777856,8,2024-08-21,False,True,True,1.0,3332,3.0
2024-08-21 03:54:00,GOES-18,1.8347046e-07,3.9599445e-06,1.317726940897046e-07,8.853996860125335e-07,11.98257806797868,3.872787296127944e+47,10.989463753665836,9.713948677731349e+47,0.0387278729612794,0.0971394867773134,8,2024-08-21,False,True,True,1.0,3335,2.0
2024-08-21 03:55:00,GOES-18,1.6416294e-07,3.9434694e-06,1.1043718473047193e-07,8.636206985102035e-07,11.18127508268107,4.0770993583597256e+47,10.131028778651038,1.0765669329309789e+48,0.0407709935835972,0.1076566932930978,8,2024-08-21,False,True,True,1.0,3335,3.0
2024-08-21 03:56:00,GOES-18,1.2963093e-07,3.830439e-06,5.63647191142991e-08,6.270133781072218e-07,9.492063016173311,3.6695299159174976e+47,8.458414193136361,1.0721704969914337e+48,0.0366952991591749,0.1072170496991433,8,2024-08-21,False,True,True,1.0,3335,4.0
2024-08-21 04:08:00,GOES-18,1.2907178e-07,3.87785e-06,4.9377653965620993e-08,3.877919425576693e-07,11.15921503701033,1.8349762967575714e+47,10.108061734584846,4.8519681557041775e+47,0.0183497629675757,0.0485196815570417,8,2024-08-21,False,True,True,1.0,3336,2.0
2024-08-21 04:09:00,GOES-18,1.2891296e-07,3.9211195e-06,3.707557993948285e-08,3.856946477753809e-07,9.791997646081764,2.1591015883904892e+47,8.744456703668163,6.199377125276319e+47,0.0215910158839048,0.0619937712527631,8,2024-08-21,False,True,True,1.0,3336,3.0
2024-08-21 04:10:00,GOES-18,1.3013526e-07,3.950082e-06,3.4387433345273166e-08,3.776478934014449e-07,9.548670584710605,2.191182205901487e+47,8.512180489748358,6.381074912409855e+47,0.0219118220590148,0.0638107491240985,8,2024-08-21,False,True,True,1.0,3336,4.0
