Flare_ID,StartTime,PeakTime,EndTime,Class,ClassLetter,ClassNumber,ClassGroup,Observatory,StartPeak,PeakEnd,StartEnd,day,FAIalerts_W,FAIalerts_WStart,FAIalerts_WPeak,FAIalerts_StartPeak,FAIalerts_PeakEnd,FAIalerts_startEnd,AnticipationStart,AnticipationPeak,Peak_to_lastFAI,Time_since_prev_flare_end,Time_since_prev_flare_peak,RelAnticipation_Peak,RelAnticipation_Start
Flare_20020821_340,2002-08-21 05:28:00,2002-08-21 05:34:00,2002-08-21 05:36:00,X1.0,X,1.0,X1-4.9,GOES,6.0,2.0,8.0,2002-08-21,0,0,0,0,0,0,,,,40.0,43.0,,
Flare_20020821_341,2002-08-21 12:45:00,2002-08-21 12:48:00,2002-08-21 12:51:00,C3.3,C,3.3,C1-4.9,GOES,3.0,3.0,6.0,2002-08-21,0,0,0,0,0,0,,,,,,,
Flare_20020821_342,2002-08-21 12:58:00,2002-08-21 13:03:00,2002-08-21 13:09:00,C3.1,C,3.1,C1-4.9,GOES,5.0,6.0,11.0,2002-08-21,0,0,0,0,0,0,,,,12.0,15.0,,
Flare_20020821_343,2002-08-21 13:49:00,2002-08-21 13:53:00,2002-08-21 13:59:00,C2.5,C,2.5,C1-4.9,GOES,4.0,6.0,10.0,2002-08-21,0,0,0,0,0,0,,,,44.0,50.0,,
Flare_20020821_344,2002-08-21 16:09:00,2002-08-21 16:12:00,2002-08-21 16:14:00,C3.0,C,3.0,C1-4.9,GOES,3.0,2.0,5.0,2002-08-21,8,7,8,1,0,1,13.0,16.0,3.0,133.0,139.0,5.333333333333333,4.333333333333333
Flare_20020821_345,2002-08-21 16:58:00,2002-08-21 17:02:00,2002-08-21 17:11:00,C3.6,C,3.6,C1-4.9,GOES,4.0,9.0,13.0,2002-08-21,5,1,5,4,0,4,1.0,5.0,1.0,48.0,50.0,1.25,0.25
Flare_20020821_346,2002-08-21 17:20:00,2002-08-21 17:25:00,2002-08-21 17:27:00,C4.8,C,4.8,C1-4.9,GOES,5.0,2.0,7.0,2002-08-21,0,0,0,0,0,0,,,,14.0,23.0,,
Flare_20020821_347,2002-08-21 19:03:00,2002-08-21 19:07:00,2002-08-21 19:11:00,C8.9,C,8.9,C5-9.9,GOES,4.0,4.0,8.0,2002-08-21,7,7,7,0,0,0,20.0,24.0,6.0,100.0,102.0,6.0,5.0
Flare_20020821_348,2002-08-21 22:36:00,2002-08-21 22:40:00,2002-08-21 22:43:00,C4.4,C,4.4,C1-4.9,GOES,4.0,3.0,7.0,2002-08-21,4,4,4,0,0,0,9.0,13.0,10.0,,,3.25,2.25
Flare_20020821_349,2002-08-21 23:23:00,2002-08-21 23:26:00,2002-08-21 23:29:00,C3.5,C,3.5,C1-4.9,GOES,3.0,3.0,6.0,2002-08-21,2,2,2,0,0,0,20.0,23.0,13.0,43.0,46.0,7.666666666666667,6.666666666666667
Flare_20020824_351,2002-08-24 05:38:00,2002-08-24 05:48:00,2002-08-24 05:59:00,M1.8,M,1.8,M1-4.9,GOES,10.0,11.0,21.0,2002-08-24,0,0,0,0,0,0,,,,,,,
Flare_20020824_352,2002-08-24 11:12:00,2002-08-24 11:28:00,2002-08-24 11:41:00,M1.5,M,1.5,M1-4.9,GOES,16.0,13.0,29.0,2002-08-24,0,0,0,0,0,0,,,,,,,
Flare_20020824_354,2002-08-24 15:08:00,2002-08-24 15:12:00,2002-08-24 15:15:00,C4.6,C,4.6,C1-4.9,GOES,4.0,3.0,7.0,2002-08-24,1,1,1,0,0,0,21.0,25.0,25.0,,,6.25,5.25
Flare_20020824_355,2002-08-24 17:38:00,2002-08-24 17:43:00,2002-08-24 17:48:00,C2.9,C,2.9,C1-4.9,GOES,5.0,5.0,10.0,2002-08-24,0,0,0,0,0,0,,,,148.0,151.0,,
Flare_20020824_356,2002-08-24 18:32:00,2002-08-24 18:42:00,2002-08-24 18:59:00,C6.0,C,6.0,C5-9.9,GOES,10.0,17.0,27.0,2002-08-24,1,1,1,0,0,0,2.0,12.0,12.0,54.0,59.0,1.2,0.2
Flare_20020824_357,2002-08-24 21:03:00,2002-08-24 21:08:00,2002-08-24 21:14:00,C3.1,C,3.1,C1-4.9,GOES,5.0,6.0,11.0,2002-08-24,0,0,0,0,0,0,,,,129.0,146.0,,
Flare_20020830_358,2002-08-30 02:34:00,2002-08-30 02:41:00,2002-08-30 02:47:00,C8.5,C,8.5,C5-9.9,GOES,7.0,6.0,13.0,2002-08-30,6,6,6,0,0,0,10.0,17.0,12.0,,,2.4285714285714284,1.4285714285714286
Flare_20020830_359,2002-08-30 02:52:00,2002-08-30 03:09:00,2002-08-30 03:20:00,C7.4,C,7.4,C5-9.9,GOES,17.0,11.0,28.0,2002-08-30,5,0,5,5,0,5,,8.0,1.0,22.0,28.0,0.47058823529411764,
Flare_20020830_360,2002-08-30 04:27:00,2002-08-30 04:31:00,2002-08-30 04:36:00,C3.4,C,3.4,C1-4.9,GOES,4.0,5.0,9.0,2002-08-30,0,0,0,0,0,0,,,,71.0,82.0,,
Flare_20020830_361,2002-08-30 04:47:00,2002-08-30 04:55:00,2002-08-30 04:58:00,C5.7,C,5.7,C5-9.9,GOES,8.0,3.0,11.0,2002-08-30,0,0,0,0,0,0,,,,19.0,24.0,,
Flare_20020830_363,2002-08-30 07:35:00,2002-08-30 07:41:00,2002-08-30 07:48:00,C2.6,C,2.6,C1-4.9,GOES,6.0,7.0,13.0,2002-08-30,9,3,9,6,0,6,3.0,9.0,1.0,163.0,166.0,1.5,0.5
Flare_20020830_364,2002-08-30 10:32:00,2002-08-30 10:53:00,2002-08-30 11:05:00,C4.3,C,4.3,C1-4.9,GOES,21.0,12.0,33.0,2002-08-30,7,0,7,7,0,7,,19.0,10.0,,,0.9047619047619048,
Flare_20020830_365,2002-08-30 12:47:00,2002-08-30 13:29:00,2002-08-30 13:35:00,X1.5,X,1.5,X1-4.9,GOES,42.0,6.0,48.0,2002-08-30,3,3,3,0,0,0,26.0,68.0,44.0,144.0,156.0,1.619047619047619,0.6190476190476191
Flare_20020830_366,2002-08-30 14:35:00,2002-08-30 14:40:00,2002-08-30 14:43:00,C8.4,C,8.4,C5-9.9,GOES,5.0,3.0,8.0,2002-08-30,8,8,8,0,0,0,23.0,28.0,21.0,65.0,71.0,5.6,4.6
Flare_20020830_367,2002-08-30 15:18:00,2002-08-30 15:27:00,2002-08-30 15:29:00,C2.4,C,2.4,C1-4.9,GOES,9.0,2.0,11.0,2002-08-30,1,0,1,1,0,1,,7.0,7.0,44.0,47.0,0.7777777777777778,
Flare_20020830_368,2002-08-30 15:31:00,2002-08-30 15:34:00,2002-08-30 15:37:00,C2.8,C,2.8,C1-4.9,GOES,3.0,3.0,6.0,2002-08-30,0,0,0,0,0,0,,,,5.0,7.0,,
Flare_20030527_408,2003-05-27 01:17:00,2003-05-27 01:22:00,2003-05-27 01:25:00,C1.7,C,1.7,C1-4.9,GOES,5.0,3.0,8.0,2003-05-27,1,0,1,1,0,1,,1.0,1.0,,,0.2,
Flare_20030527_409,2003-05-27 02:40:00,2003-05-27 03:06:00,2003-05-27 03:21:00,M1.4,M,1.4,M1-4.9,GOES,26.0,15.0,41.0,2003-05-27,9,4,9,5,0,5,24.0,50.0,20.0,101.0,104.0,1.9230769230769231,0.9230769230769231
Flare_20030527_410,2003-05-27 03:38:00,2003-05-27 03:46:00,2003-05-27 03:52:00,C8.9,C,8.9,C5-9.9,GOES,8.0,6.0,14.0,2003-05-27,0,0,0,0,0,0,,,,25.0,40.0,,
Flare_20030527_412,2003-05-27 14:48:00,2003-05-27 15:12:00,2003-05-27 15:28:00,C6.5,C,6.5,C5-9.9,GOES,24.0,16.0,40.0,2003-05-27,3,0,3,3,0,3,,21.0,14.0,,,0.875,
Flare_20030527_413,2003-05-27 22:56:00,2003-05-27 23:07:00,2003-05-27 23:13:00,X1.3,X,1.3,X1-4.9,GOES,11.0,6.0,17.0,2003-05-27,3,3,3,0,0,0,21.0,32.0,30.0,,,2.909090909090909,1.9090909090909092
Flare_20030528_414,2003-05-28 00:17:00,2003-05-28 00:27:00,2003-05-28 00:39:00,X3.6,X,3.6,X1-4.9,GOES,10.0,12.0,22.0,2003-05-28,0,0,0,0,0,0,,,,74.0,80.0,,
Flare_20030528_415,2003-05-28 04:43:00,2003-05-28 04:47:00,2003-05-28 04:51:00,C7.6,C,7.6,C5-9.9,GOES,4.0,4.0,8.0,2003-05-28,0,0,0,0,0,0,,,,,,,
Flare_20030528_416,2003-05-28 06:05:00,2003-05-28 06:09:00,2003-05-28 06:14:00,C3.1,C,3.1,C1-4.9,GOES,4.0,5.0,9.0,2003-05-28,1,1,1,0,0,0,6.0,10.0,10.0,78.0,82.0,2.5,1.5
Flare_20030528_417,2003-05-28 09:41:00,2003-05-28 09:45:00,2003-05-28 09:51:00,C1.9,C,1.9,C1-4.9,GOES,4.0,6.0,10.0,2003-05-28,0,0,0,0,0,0,,,,,,,
Flare_20030528_418,2003-05-28 11:24:00,2003-05-28 11:28:00,2003-05-28 11:34:00,B9.1,B,9.1,B5-9.9,GOES,4.0,6.0,10.0,2003-05-28,0,0,0,0,0,0,,,,97.0,103.0,,
Flare_20030528_419,2003-05-28 12:16:00,2003-05-28 12:21:00,2003-05-28 12:24:00,C1.3,C,1.3,C1-4.9,GOES,5.0,3.0,8.0,2003-05-28,0,0,0,0,0,0,,,,47.0,53.0,,
Flare_20030528_420,2003-05-28 12:33:00,2003-05-28 12:38:00,2003-05-28 12:43:00,C1.3,C,1.3,C1-4.9,GOES,5.0,5.0,10.0,2003-05-28,0,0,0,0,0,0,,,,14.0,17.0,,
Flare_20030528_421,2003-05-28 13:50:00,2003-05-28 13:55:00,2003-05-28 14:12:00,C1.3,C,1.3,C1-4.9,GOES,5.0,17.0,22.0,2003-05-28,6,1,6,5,0,5,27.0,32.0,1.0,72.0,77.0,6.4,5.4
Flare_20030528_422,2003-05-28 14:20:00,2003-05-28 14:24:00,2003-05-28 14:27:00,C2.2,C,2.2,C1-4.9,GOES,4.0,3.0,7.0,2003-05-28,0,0,0,0,0,0,,,,12.0,29.0,,
Flare_20030528_423,2003-05-28 15:22:00,2003-05-28 15:31:00,2003-05-28 15:35:00,C1.5,C,1.5,C1-4.9,GOES,9.0,4.0,13.0,2003-05-28,2,0,2,2,0,2,,3.0,2.0,64.0,67.0,0.3333333333333333,
