StartTime,EndTime,Class,Observatory,PeakTime
2002-07-03 08:48:00,2002-07-03 08:57:00,C1.1,GOES,2002-07-03 08:51:00
2002-07-03 11:43:00,2002-07-03 12:04:00,C7.3,GOES,2002-07-03 11:54:00
2002-07-03 13:23:00,2002-07-03 13:32:00,C1.2,GOES,2002-07-03 13:30:00
2002-07-03 15:17:00,2002-07-03 15:31:00,B8.8,GOES,2002-07-03 15:21:00
2002-07-03 15:40:00,2002-07-03 15:49:00,C1.1,GOES,2002-07-03 15:44:00
2002-07-03 18:03:00,2002-07-03 18:11:00,C3.0,GOES,2002-07-03 18:08:00
2002-07-03 19:41:00,2002-07-03 19:49:00,M1.1,GOES,2002-07-03 19:45:00
2002-07-03 20:00:00,2002-07-03 20:21:00,M5.3,GOES,2002-07-03 20:10:00
2002-07-03 23:18:00,2002-07-03 23:32:00,C7.9,GOES,2002-07-03 23:25:00
2002-07-15 00:46:00,2002-07-15 00:55:00,C1.8,GOES,2002-07-15 00:50:00
2002-07-15 02:00:00,2002-07-15 02:10:00,C1.6,GOES,2002-07-15 02:02:00
2002-07-15 04:14:00,2002-07-15 04:34:00,C1.6,GOES,2002-07-15 04:23:00
2002-07-15 05:03:00,2002-07-15 05:22:00,C3.8,GOES,2002-07-15 05:12:00
2002-07-15 10:12:00,2002-07-15 10:39:00,C1.6,GOES,2002-07-15 10:29:00
2002-07-15 11:39:00,2002-07-15 12:17:00,C9.1,GOES,2002-07-15 11:55:00
2002-07-15 14:00:00,2002-07-15 14:10:00,C3.6,GOES,2002-07-15 14:04:00
2002-07-15 18:37:00,2002-07-15 18:49:00,C1.9,GOES,2002-07-15 18:40:00
2002-07-15 19:59:00,2002-07-15 20:14:00,X3.0,GOES,2002-07-15 20:08:00
2002-07-15 21:03:00,2002-07-15 21:48:00,M1.8,GOES,2002-07-15 21:32:00
2002-07-18 03:22:00,2002-07-18 03:40:00,M2.2,GOES,2002-07-18 03:37:00
2002-07-18 06:49:00,2002-07-18 06:57:00,C1.7,GOES,2002-07-18 06:53:00
2002-07-18 07:24:00,2002-07-18 07:49:00,X1.8,GOES,2002-07-18 07:44:00
2002-07-18 08:15:00,2002-07-18 08:40:00,C1.6,GOES,2002-07-18 08:35:00
2002-07-18 11:51:00,2002-07-18 12:06:00,C2.7,GOES,2002-07-18 11:58:00
2002-07-18 13:48:00,2002-07-18 14:04:00,C5.4,GOES,2002-07-18 13:54:00
2002-07-18 17:42:00,2002-07-18 17:51:00,C1.7,GOES,2002-07-18 17:46:00
2002-07-18 17:57:00,2002-07-18 18:08:00,C1.4,GOES,2002-07-18 18:02:00
2002-07-18 19:52:00,2002-07-18 20:06:00,C2.1,GOES,2002-07-18 19:57:00
2002-07-18 20:16:00,2002-07-18 20:35:00,C3.3,GOES,2002-07-18 20:27:00
2002-07-18 21:43:00,2002-07-18 22:01:00,C2.6,GOES,2002-07-18 21:52:00
2002-07-18 22:56:00,2002-07-18 23:02:00,C1.8,GOES,2002-07-18 23:00:00
2002-07-18 23:08:00,2002-07-18 23:23:00,C8.2,GOES,2002-07-18 23:17:00
2002-07-20 02:50:00,2002-07-20 03:10:00,C4.0,GOES,2002-07-20 03:00:00
2002-07-20 12:37:00,2002-07-20 12:44:00,C9.6,GOES,2002-07-20 12:42:00
2002-07-20 13:23:00,2002-07-20 13:33:00,C2.7,GOES,2002-07-20 13:27:00
2002-07-20 21:04:00,2002-07-20 21:54:00,X3.3,GOES,2002-07-20 21:30:00
2002-07-23 00:18:00,2002-07-23 00:47:00,X4.8,GOES,2002-07-23 00:35:00
2002-07-23 07:22:00,2002-07-23 08:33:00,C3.7,GOES,2002-07-23 08:14:00
2002-07-23 08:40:00,2002-07-23 09:12:00,C4.0,GOES,2002-07-23 09:06:00
2002-07-23 10:50:00,2002-07-23 11:21:00,C2.8,GOES,2002-07-23 11:05:00
2002-07-23 12:18:00,2002-07-23 12:30:00,C2.9,GOES,2002-07-23 12:23:00
2002-07-23 20:34:00,2002-07-23 21:02:00,C3.0,GOES,2002-07-23 20:50:00
2002-07-23 22:49:00,2002-07-23 23:01:00,C2.6,GOES,2002-07-23 22:56:00
2002-08-02 23:58:00,2002-08-03 00:04:00,C3.2,GOES,2002-08-03 00:01:00
2002-08-03 04:32:00,2002-08-03 04:49:00,C7.5,GOES,2002-08-03 04:40:00
2002-08-03 06:11:00,2002-08-03 06:19:00,C2.1,GOES,2002-08-03 06:15:00
2002-08-03 09:15:00,2002-08-03 09:26:00,C2.7,GOES,2002-08-03 09:19:00
2002-08-03 10:22:00,2002-08-03 10:27:00,C1.7,GOES,2002-08-03 10:25:00
2002-08-03 12:59:00,2002-08-03 13:09:00,C5.3,GOES,2002-08-03 13:04:00
2002-08-03 15:13:00,2002-08-03 15:39:00,C2.9,GOES,2002-08-03 15:28:00
2002-08-03 16:52:00,2002-08-03 17:04:00,C2.7,GOES,2002-08-03 16:56:00
2002-08-03 18:27:00,2002-08-03 18:41:00,C2.4,GOES,2002-08-03 18:33:00
2002-08-03 18:59:00,2002-08-03 19:11:00,X1.0,GOES,2002-08-03 19:07:00
2002-08-03 21:11:00,2002-08-03 21:24:00,C3.7,GOES,2002-08-03 21:17:00
2002-08-03 21:25:00,2002-08-03 21:37:00,C6.1,GOES,2002-08-03 21:32:00
2002-08-03 23:25:00,2002-08-03 23:38:00,C3.8,GOES,2002-08-03 23:32:00
2002-08-21 23:57:00,2002-08-22 00:03:00,C3.1,GOES,2002-08-20 04:55:45
2002-08-21 00:57:00,2002-08-21 01:06:00,C3.3,GOES,2002-08-21 01:01:00
2002-08-21 01:35:00,2002-08-21 01:45:00,M1.4,GOES,2002-08-21 01:41:00
2002-08-21 04:47:00,2002-08-21 04:54:00,C3.6,GOES,2002-08-21 04:51:00
2002-08-21 05:28:00,2002-08-21 05:36:00,X1.0,GOES,2002-08-21 05:34:00
2002-08-21 12:45:00,2002-08-21 12:51:00,C3.3,GOES,2002-08-21 12:48:00
2002-08-21 12:58:00,2002-08-21 13:09:00,C3.1,GOES,2002-08-21 13:03:00
2002-08-21 13:49:00,2002-08-21 13:59:00,C2.5,GOES,2002-08-21 13:53:00
2002-08-21 16:09:00,2002-08-21 16:14:00,C3.0,GOES,2002-08-21 16:12:00
2002-08-21 16:58:00,2002-08-21 17:11:00,C3.6,GOES,2002-08-21 17:02:00
2002-08-21 17:20:00,2002-08-21 17:27:00,C4.8,GOES,2002-08-21 17:25:00
2002-08-21 19:03:00,2002-08-21 19:11:00,C8.9,GOES,2002-08-21 19:07:00
2002-08-21 22:36:00,2002-08-21 22:43:00,C4.4,GOES,2002-08-21 22:40:00
2002-08-21 23:23:00,2002-08-21 23:29:00,C3.5,GOES,2002-08-21 23:26:00
2002-08-24 00:49:00,2002-08-24 01:31:00,X3.1,GOES,2002-08-24 01:12:00
2002-08-24 05:38:00,2002-08-24 05:59:00,M1.8,GOES,2002-08-24 05:48:00
2002-08-24 11:12:00,2002-08-24 11:41:00,M1.5,GOES,2002-08-24 11:28:00
2002-08-24 12:42:00,2002-08-24 13:08:00,C5.4,GOES,2002-08-24 13:01:00
2002-08-24 15:08:00,2002-08-24 15:15:00,C4.6,GOES,2002-08-24 15:12:00
2002-08-24 17:38:00,2002-08-24 17:48:00,C2.9,GOES,2002-08-24 17:43:00
2002-08-24 18:32:00,2002-08-24 18:59:00,C6.0,GOES,2002-08-24 18:42:00
2002-08-24 21:03:00,2002-08-24 21:14:00,C3.1,GOES,2002-08-24 21:08:00
2002-08-30 02:34:00,2002-08-30 02:47:00,C8.5,GOES,2002-08-30 02:41:00
2002-08-30 02:52:00,2002-08-30 03:20:00,C7.4,GOES,2002-08-30 03:09:00
2002-08-30 04:27:00,2002-08-30 04:36:00,C3.4,GOES,2002-08-30 04:31:00
2002-08-30 04:47:00,2002-08-30 04:58:00,C5.7,GOES,2002-08-30 04:55:00
2002-08-30 05:01:00,2002-08-30 05:11:00,C3.9,GOES,2002-08-30 05:05:00
2002-08-30 07:35:00,2002-08-30 07:48:00,C2.6,GOES,2002-08-30 07:41:00
2002-08-30 10:32:00,2002-08-30 11:05:00,C4.3,GOES,2002-08-30 10:53:00
2002-08-30 12:47:00,2002-08-30 13:35:00,X1.5,GOES,2002-08-30 13:29:00
2002-08-30 14:35:00,2002-08-30 14:43:00,C8.4,GOES,2002-08-30 14:40:00
2002-08-30 15:18:00,2002-08-30 15:29:00,C2.4,GOES,2002-08-30 15:27:00
2002-08-30 15:31:00,2002-08-30 15:37:00,C2.8,GOES,2002-08-30 15:34:00
2002-10-31 02:11:00,2002-10-31 02:21:00,C5.7,GOES,2002-10-31 02:17:00
2002-10-31 04:30:00,2002-10-31 04:37:00,C2.1,GOES,2002-10-31 04:33:00
2002-10-31 09:18:00,2002-10-31 09:39:00,M1.1,GOES,2002-10-31 09:26:00
2002-10-31 10:19:00,2002-10-31 10:41:00,C9.5,GOES,2002-10-31 10:30:00
2002-10-31 14:40:00,2002-10-31 14:50:00,C1.7,GOES,2002-10-31 14:44:00
2002-10-31 16:17:00,2002-10-31 16:37:00,C3.9,GOES,2002-10-31 16:27:00
2002-10-31 16:47:00,2002-10-31 16:55:00,X1.2,GOES,2002-10-31 16:52:00
2002-10-31 18:02:00,2002-10-31 18:46:00,C8.0,GOES,2002-10-31 18:33:00
2002-10-31 23:19:00,2002-10-31 23:52:00,C2.6,GOES,2002-10-31 23:27:00
2003-03-17 00:55:00,2003-03-17 01:17:00,C3.1,GOES,2003-03-17 01:03:00
2003-03-17 01:50:00,2003-03-17 01:58:00,C1.8,GOES,2003-03-17 01:55:00
2003-03-17 02:40:00,2003-03-17 03:02:00,B9.1,GOES,2003-03-17 02:47:00
2003-03-17 06:13:00,2003-03-17 06:20:00,B5.1,GOES,2003-03-17 06:17:00
2003-03-17 11:47:00,2003-03-17 11:56:00,B5.7,GOES,2003-03-17 11:52:00
2003-03-17 12:04:00,2003-03-17 12:44:00,B8.3,GOES,2003-03-17 12:26:00
2003-03-17 13:13:00,2003-03-17 13:26:00,B8.7,GOES,2003-03-17 13:18:00
2003-03-17 15:18:00,2003-03-17 16:10:00,C2.1,GOES,2003-03-17 15:51:00
2003-03-17 16:35:00,2003-03-17 17:01:00,C7.7,GOES,2003-03-17 16:50:00
2003-03-17 18:50:00,2003-03-17 19:16:00,X1.5,GOES,2003-03-17 19:05:00
2003-03-17 20:14:00,2003-03-17 20:28:00,C6.9,GOES,2003-03-17 20:21:00
2003-03-17 23:52:00,2003-03-18 00:00:00,C1.7,GOES,2003-03-17 23:56:00
2003-03-18 00:30:00,2003-03-18 00:42:00,M1.6,GOES,2003-03-18 00:37:00
2003-03-18 01:39:00,2003-03-18 02:06:00,C4.7,GOES,2003-03-18 01:53:00
2003-03-18 03:32:00,2003-03-18 04:26:00,C7.5,GOES,2003-03-18 04:05:00
2003-03-18 05:51:00,2003-03-18 06:02:00,M2.5,GOES,2003-03-18 06:00:00
2003-03-18 06:36:00,2003-03-18 06:58:00,C2.1,GOES,2003-03-18 06:45:00
2003-03-18 09:40:00,2003-03-18 09:49:00,B6.9,GOES,2003-03-18 09:44:00
2003-03-18 10:09:00,2003-03-18 10:39:00,C2.4,GOES,2003-03-18 10:23:00
2003-03-18 11:51:00,2003-03-18 12:20:00,X1.5,GOES,2003-03-18 12:08:00
2003-03-18 16:12:00,2003-03-18 16:27:00,C2.8,GOES,2003-03-18 16:20:00
2003-03-18 16:38:00,2003-03-18 16:43:00,C1.3,GOES,2003-03-18 16:41:00
2003-03-18 17:05:00,2003-03-18 17:10:00,B8.4,GOES,2003-03-18 17:08:00
2003-03-18 18:49:00,2003-03-18 19:15:00,C5.9,GOES,2003-03-18 19:03:00
2003-03-18 20:24:00,2003-03-18 20:31:00,B6.4,GOES,2003-03-18 20:28:00
2003-03-18 21:01:00,2003-03-18 21:14:00,B8.9,GOES,2003-03-18 21:06:00
2003-03-18 21:54:00,2003-03-18 22:09:00,B7.5,GOES,2003-03-18 22:01:00
2003-03-18 22:41:00,2003-03-18 23:03:00,C2.9,GOES,2003-03-18 22:54:00
2003-03-18 23:08:00,2003-03-18 23:41:00,C5.1,GOES,2003-03-18 23:28:00
2003-03-18 23:51:00,2003-03-19 00:08:00,C5.3,GOES,2003-03-19 00:02:00
2003-05-27 01:17:00,2003-05-27 01:25:00,C1.7,GOES,2003-05-27 01:22:00
2003-05-27 02:40:00,2003-05-27 03:21:00,M1.4,GOES,2003-05-27 03:06:00
2003-05-27 03:38:00,2003-05-27 03:52:00,C8.9,GOES,2003-05-27 03:46:00
2003-05-27 05:06:00,2003-05-27 07:16:00,M1.6,GOES,2003-05-27 06:26:00
2003-05-27 14:48:00,2003-05-27 15:28:00,C6.5,GOES,2003-05-27 15:12:00
2003-05-27 22:56:00,2003-05-27 23:13:00,X1.3,GOES,2003-05-27 23:07:00
2003-05-28 00:17:00,2003-05-28 00:39:00,X3.6,GOES,2003-05-28 00:27:00
2003-05-28 04:43:00,2003-05-28 04:51:00,C7.6,GOES,2003-05-28 04:47:00
2003-05-28 06:05:00,2003-05-28 06:14:00,C3.1,GOES,2003-05-28 06:09:00
2003-05-28 09:41:00,2003-05-28 09:51:00,C1.9,GOES,2003-05-28 09:45:00
2003-05-28 11:24:00,2003-05-28 11:34:00,B9.1,GOES,2003-05-28 11:28:00
2003-05-28 12:16:00,2003-05-28 12:24:00,C1.3,GOES,2003-05-28 12:21:00
2003-05-28 12:33:00,2003-05-28 12:43:00,C1.3,GOES,2003-05-28 12:38:00
2003-05-28 13:50:00,2003-05-28 14:12:00,C1.3,GOES,2003-05-28 13:55:00
2003-05-28 14:20:00,2003-05-28 14:27:00,C2.2,GOES,2003-05-28 14:24:00
2003-05-28 15:22:00,2003-05-28 15:35:00,C1.5,GOES,2003-05-28 15:31:00
2003-05-28 15:37:00,2003-05-28 15:51:00,C3.5,GOES,2003-05-28 15:46:00
2003-05-28 17:31:00,2003-05-28 17:52:00,C3.5,GOES,2003-05-28 17:46:00
2003-05-28 18:00:00,2003-05-28 18:15:00,C2.0,GOES,2003-05-28 18:08:00
2003-05-28 18:41:00,2003-05-28 18:46:00,C4.4,GOES,2003-05-28 18:44:00
2003-05-28 19:34:00,2003-05-28 19:42:00,C1.9,GOES,2003-05-28 19:39:00
2003-05-28 20:08:00,2003-05-28 21:26:00,C3.1,GOES,2003-05-28 21:23:00
2003-05-28 22:02:00,2003-05-28 22:08:00,C1.6,GOES,2003-05-28 22:06:00
2003-05-28 23:02:00,2003-05-28 23:10:00,C1.0,GOES,2003-05-28 23:05:00
2003-05-29 00:19:00,2003-05-29 00:26:00,B7.9,GOES,2003-05-29 00:22:00
2003-05-29 00:51:00,2003-05-29 01:12:00,X1.2,GOES,2003-05-29 01:05:00
2003-05-29 02:09:00,2003-05-29 02:24:00,M1.5,GOES,2003-05-29 02:18:00
2003-05-29 05:13:00,2003-05-29 05:25:00,C1.2,GOES,2003-05-29 05:19:00
2003-05-29 08:30:00,2003-05-29 08:35:00,B5.8,GOES,2003-05-29 08:33:00
2003-05-29 10:45:00,2003-05-29 10:56:00,B7.9,GOES,2003-05-29 10:49:00
2003-05-29 19:28:00,2003-05-29 19:43:00,M2.8,GOES,2003-05-29 19:37:00
2003-06-09 00:12:00,2003-06-09 01:34:00,C8.8,GOES,2003-06-09 01:15:00
2003-06-09 04:04:00,2003-06-09 04:16:00,C2.8,GOES,2003-06-09 04:09:00
2003-06-09 06:46:00,2003-06-09 07:14:00,C3.0,GOES,2003-06-09 07:08:00
2003-06-09 08:57:00,2003-06-09 09:22:00,C3.3,GOES,2003-06-09 09:02:00
2003-06-09 10:16:00,2003-06-09 10:21:00,C4.0,GOES,2003-06-09 10:19:00
2003-06-09 11:21:00,2003-06-09 11:33:00,M4.7,GOES,2003-06-09 11:28:00
2003-06-09 14:33:00,2003-06-09 14:40:00,C5.3,GOES,2003-06-09 14:38:00
2003-06-09 16:25:00,2003-06-09 16:35:00,C5.9,GOES,2003-06-09 16:29:00
2003-06-09 17:02:00,2003-06-09 17:27:00,C5.4,GOES,2003-06-09 17:07:00
2003-06-09 18:58:00,2003-06-09 19:06:00,C9.4,GOES,2003-06-09 19:01:00
2003-06-09 19:27:00,2003-06-09 19:44:00,C5.0,GOES,2003-06-09 19:32:00
2003-06-09 20:07:00,2003-06-09 20:27:00,C3.4,GOES,2003-06-09 20:25:00
2003-06-09 20:53:00,2003-06-09 21:01:00,C7.1,GOES,2003-06-09 20:57:00
2003-06-09 21:08:00,2003-06-09 21:15:00,C4.8,GOES,2003-06-09 21:12:00
2003-06-09 21:31:00,2003-06-09 21:43:00,X1.7,GOES,2003-06-09 21:39:00
2003-06-09 22:19:00,2003-06-09 22:42:00,M1.4,GOES,2003-06-09 22:31:00
2003-06-10 02:10:00,2003-06-10 02:17:00,C3.0,GOES,2003-06-10 02:14:00
2003-06-10 02:22:00,2003-06-10 02:36:00,C3.3,GOES,2003-06-10 02:27:00
2003-06-10 02:48:00,2003-06-10 03:01:00,M2.0,GOES,2003-06-10 02:54:00
2003-06-10 08:34:00,2003-06-10 08:40:00,M2.7,GOES,2003-06-10 08:37:00
2003-06-10 10:55:00,2003-06-10 11:15:00,M5.1,GOES,2003-06-10 11:12:00
2003-06-10 12:44:00,2003-06-10 13:17:00,M2.2,GOES,2003-06-10 13:00:00
2003-06-10 14:08:00,2003-06-10 14:42:00,M2.2,GOES,2003-06-10 14:36:00
2003-06-10 16:20:00,2003-06-10 16:27:00,M1.0,GOES,2003-06-10 16:24:00
2003-06-10 16:28:00,2003-06-10 16:32:00,M3.9,GOES,2003-06-10 16:30:00
2003-06-10 18:08:00,2003-06-10 18:26:00,M5.6,GOES,2003-06-10 18:15:00
2003-06-10 22:04:00,2003-06-10 22:21:00,M1.0,GOES,2003-06-10 22:13:00
2003-06-10 23:19:00,2003-06-11 00:12:00,X1.3,GOES,2003-06-11 00:02:00
2003-06-11 03:01:00,2003-06-11 03:13:00,M1.8,GOES,2003-06-11 03:06:00
2003-06-11 04:47:00,2003-06-11 04:58:00,C8.1,GOES,2003-06-11 04:53:00
2003-06-11 08:22:00,2003-06-11 08:32:00,C8.3,GOES,2003-06-11 08:30:00
2003-06-11 10:28:00,2003-06-11 10:35:00,M1.1,GOES,2003-06-11 10:33:00
2003-06-11 10:51:00,2003-06-11 11:32:00,M1.4,GOES,2003-06-11 11:09:00
2003-06-11 13:09:00,2003-06-11 13:37:00,M2.7,GOES,2003-06-11 13:21:00
2003-06-11 14:37:00,2003-06-11 15:47:00,M3.7,GOES,2003-06-11 15:27:00
2003-06-11 16:21:00,2003-06-11 16:50:00,M4.5,GOES,2003-06-11 16:36:00
2003-06-11 17:27:00,2003-06-11 18:00:00,M1.8,GOES,2003-06-11 17:43:00
2003-06-11 20:01:00,2003-06-11 20:27:00,X1.6,GOES,2003-06-11 20:14:00
2003-06-11 21:41:00,2003-06-11 22:10:00,M2.9,GOES,2003-06-11 21:51:00
2003-06-15 02:15:00,2003-06-15 02:27:00,C2.3,GOES,2003-06-15 02:20:00
2003-06-15 05:23:00,2003-06-15 05:55:00,C1.4,GOES,2003-06-15 05:46:00
2003-06-15 08:19:00,2003-06-15 08:58:00,C1.2,GOES,2003-06-15 08:43:00
2003-06-15 09:45:00,2003-06-15 10:10:00,C1.7,GOES,2003-06-15 09:58:00
2003-06-15 12:22:00,2003-06-15 12:35:00,C1.3,GOES,2003-06-15 12:28:00
2003-06-15 14:07:00,2003-06-15 15:58:00,C3.3,GOES,2003-06-15 14:57:00
2003-06-15 22:35:00,2003-06-15 22:41:00,C2.1,GOES,2003-06-15 22:38:00
2003-06-15 23:25:00,2003-06-16 00:25:00,X1.3,GOES,2003-06-15 23:56:00
2003-10-19 06:08:00,2003-10-19 06:41:00,M1.9,GOES,2003-10-19 06:26:00
2003-10-19 08:06:00,2003-10-19 08:13:00,C1.3,GOES,2003-10-19 08:09:00
2003-10-19 13:31:00,2003-10-19 13:38:00,C1.6,GOES,2003-10-19 13:35:00
2003-10-19 16:29:00,2003-10-19 17:04:00,X1.1,GOES,2003-10-19 16:50:00
2003-10-19 19:21:00,2003-10-19 19:30:00,M1.0,GOES,2003-10-19 19:26:00
2003-10-19 22:45:00,2003-10-19 22:53:00,C3.8,GOES,2003-10-19 22:49:00
2003-10-23 02:35:00,2003-10-23 02:44:00,M2.4,GOES,2003-10-23 02:41:00
2003-10-23 07:02:00,2003-10-23 07:10:00,M3.2,GOES,2003-10-23 07:08:00
2003-10-23 08:19:00,2003-10-23 08:49:00,X5.4,GOES,2003-10-23 08:35:00
2003-10-23 10:49:00,2003-10-23 10:55:00,M2.7,GOES,2003-10-23 10:53:00
2003-10-23 19:50:00,2003-10-23 20:14:00,X1.1,GOES,2003-10-23 20:04:00
2003-10-26 00:45:00,2003-10-26 00:57:00,C3.2,GOES,2003-10-26 00:50:00
2003-10-26 05:57:00,2003-10-26 07:33:00,X1.2,GOES,2003-10-26 06:54:00
2003-10-26 14:15:00,2003-10-26 14:24:00,M1.0,GOES,2003-10-26 14:20:00
2003-10-26 17:21:00,2003-10-26 19:21:00,X1.2,GOES,2003-10-26 18:19:00
2003-10-26 21:34:00,2003-10-26 21:48:00,M7.6,GOES,2003-10-26 21:40:00
2003-10-27 23:45:00,2003-10-28 00:09:00,C6.8,GOES,2003-10-27 23:52:00
2003-10-28 00:41:00,2003-10-28 00:48:00,C5.3,GOES,2003-10-28 00:45:00
2003-10-28 00:56:00,2003-10-28 01:02:00,C6.7,GOES,2003-10-28 00:59:00
2003-10-28 01:27:00,2003-10-28 01:45:00,C7.5,GOES,2003-10-28 01:33:00
2003-10-28 05:07:00,2003-10-28 05:14:00,C7.7,GOES,2003-10-28 05:11:00
2003-10-28 08:35:00,2003-10-28 08:44:00,C8.7,GOES,2003-10-28 08:39:00
2003-10-28 09:51:00,2003-10-28 11:24:00,X17.,GOES,2003-10-28 11:10:00
2003-10-29 00:26:00,2003-10-29 02:08:00,M1.1,GOES,2003-10-29 01:51:00
2003-10-29 04:10:00,2003-10-29 04:25:00,C6.2,GOES,2003-10-29 04:17:00
2003-10-29 04:08:00,2003-10-29 05:54:00,M3.5,GOES,2003-10-29 05:11:00
2003-10-29 14:15:00,2003-10-29 14:28:00,C9.2,GOES,2003-10-29 14:22:00
2003-10-29 16:49:00,2003-10-29 17:12:00,C8.1,GOES,2003-10-29 16:57:00
2003-10-29 18:10:00,2003-10-29 18:17:00,C7.8,GOES,2003-10-29 18:13:00
2003-10-29 20:37:00,2003-10-29 21:01:00,X10.,GOES,2003-10-29 20:49:00
2003-11-02 02:37:00,2003-11-02 02:48:00,C4.0,GOES,2003-11-02 02:43:00
2003-11-02 06:59:00,2003-11-02 08:12:00,M1.0,GOES,2003-11-02 07:53:00
2003-11-02 12:30:00,2003-11-02 13:12:00,M1.8,GOES,2003-11-02 12:47:00
2003-11-02 17:03:00,2003-11-02 17:39:00,X8.3,GOES,2003-11-02 17:25:00
2003-11-03 01:09:00,2003-11-03 01:45:00,X2.7,GOES,2003-11-03 01:30:00
2003-11-03 09:43:00,2003-11-03 10:19:00,X3.9,GOES,2003-11-03 09:55:00
2003-11-03 15:26:00,2003-11-03 15:43:00,M3.9,GOES,2003-11-03 15:32:00
2003-11-03 19:51:00,2003-11-03 19:57:00,C4.4,GOES,2003-11-03 19:54:00
2003-11-03 20:31:00,2003-11-03 20:41:00,C5.4,GOES,2003-11-03 20:37:00
2003-11-03 22:28:00,2003-11-03 22:40:00,C3.1,GOES,2003-11-03 22:36:00
2003-11-04 04:04:00,2003-11-04 04:19:00,C5.0,GOES,2003-11-04 04:11:00
2003-11-04 05:43:00,2003-11-04 06:07:00,M2.6,GOES,2003-11-04 05:56:00
2003-11-04 09:40:00,2003-11-04 09:50:00,C2.8,GOES,2003-11-04 09:43:00
2003-11-04 10:11:00,2003-11-04 10:33:00,M3.0,GOES,2003-11-04 10:22:00
2003-11-04 11:15:00,2003-11-04 11:25:00,C5.7,GOES,2003-11-04 11:19:00
2003-11-04 13:43:00,2003-11-04 14:01:00,M1.1,GOES,2003-11-04 13:49:00
2003-11-04 19:29:00,2003-11-04 20:06:00,X28.,GOES,2003-11-04 19:50:00
2004-02-26 00:59:00,2004-02-26 01:15:00,C1.8,GOES,2004-02-26 01:07:00
2004-02-26 01:50:00,2004-02-26 02:10:00,X1.1,GOES,2004-02-26 02:03:00
2004-02-26 04:41:00,2004-02-26 04:57:00,C1.6,GOES,2004-02-26 04:49:00
2004-02-26 05:30:00,2004-02-26 05:48:00,C2.4,GOES,2004-02-26 05:39:00
2004-02-26 12:48:00,2004-02-26 12:57:00,B4.2,GOES,2004-02-26 12:52:00
2004-02-26 13:34:00,2004-02-26 13:42:00,B5.1,GOES,2004-02-26 13:39:00
2004-02-26 14:09:00,2004-02-26 14:23:00,C6.5,GOES,2004-02-26 14:20:00
2004-02-26 16:21:00,2004-02-26 16:28:00,B7.8,GOES,2004-02-26 16:26:00
2004-02-26 19:56:00,2004-02-26 20:26:00,C7.5,GOES,2004-02-26 20:18:00
2004-02-26 21:46:00,2004-02-26 21:51:00,B4.5,GOES,2004-02-26 21:49:00
2004-02-26 22:14:00,2004-02-26 22:39:00,M5.7,GOES,2004-02-26 22:30:00
2004-07-15 01:30:00,2004-07-15 01:48:00,X1.8,GOES,2004-07-15 01:41:00
2004-07-15 11:11:00,2004-07-15 11:19:00,C2.5,GOES,2004-07-15 11:16:00
2004-07-15 14:51:00,2004-07-15 15:04:00,C1.4,GOES,2004-07-15 14:56:00
2004-07-15 18:15:00,2004-07-15 18:28:00,X1.6,GOES,2004-07-15 18:24:00
2004-07-15 21:25:00,2004-07-15 22:18:00,C3.9,GOES,2004-07-15 22:01:00
2004-07-15 22:24:00,2004-07-15 22:52:00,C7.9,GOES,2004-07-15 22:33:00
2004-07-16 01:43:00,2004-07-16 02:12:00,X1.3,GOES,2004-07-16 02:06:00
2004-07-16 08:34:00,2004-07-16 08:42:00,C1.7,GOES,2004-07-16 08:38:00
2004-07-16 08:55:00,2004-07-16 09:02:00,C1.9,GOES,2004-07-16 08:59:00
2004-07-16 10:32:00,2004-07-16 10:46:00,X1.1,GOES,2004-07-16 10:41:00
2004-07-16 12:32:00,2004-07-16 13:14:00,C8.2,GOES,2004-07-16 12:59:00
2004-07-16 13:49:00,2004-07-16 14:01:00,X3.6,GOES,2004-07-16 13:55:00
2004-07-16 16:22:00,2004-07-16 16:31:00,M1.2,GOES,2004-07-16 16:28:00
2004-07-16 20:29:00,2004-07-16 20:52:00,C9.0,GOES,2004-07-16 20:39:00
2004-07-17 01:54:00,2004-07-17 02:06:00,C5.7,GOES,2004-07-17 02:01:00
2004-07-17 02:07:00,2004-07-17 02:16:00,C6.8,GOES,2004-07-17 02:13:00
2004-07-17 03:42:00,2004-07-17 03:49:00,C4.2,GOES,2004-07-17 03:47:00
2004-07-17 07:51:00,2004-07-17 07:59:00,X1.0,GOES,2004-07-17 07:57:00
2004-07-17 09:46:00,2004-07-17 09:57:00,C5.0,GOES,2004-07-17 09:53:00
2004-07-17 11:24:00,2004-07-17 11:42:00,C7.2,GOES,2004-07-17 11:37:00
2004-07-17 12:31:00,2004-07-17 13:01:00,C8.8,GOES,2004-07-17 12:55:00
2004-07-17 15:48:00,2004-07-17 16:03:00,C2.6,GOES,2004-07-17 15:57:00
2004-07-17 16:45:00,2004-07-17 16:57:00,M2.5,GOES,2004-07-17 16:51:00
2004-07-17 18:21:00,2004-07-17 18:31:00,C2.2,GOES,2004-07-17 18:27:00
2004-07-17 19:15:00,2004-07-17 19:20:00,C5.3,GOES,2004-07-17 19:18:00
2004-07-17 20:36:00,2004-07-17 20:51:00,C3.4,GOES,2004-07-17 20:45:00
2004-07-17 20:54:00,2004-07-17 21:10:00,C5.7,GOES,2004-07-17 21:03:00
