StartTime,EndTime,Class,Observatory,PeakTime
2004-07-17 21:24:00,2004-07-17 21:38:00,M2.0,GOES,2004-07-17 21:31:00
2004-07-17 22:28:00,2004-07-17 22:46:00,C5.7,GOES,2004-07-17 22:39:00
2004-07-17 22:54:00,2004-07-17 23:16:00,M1.1,GOES,2004-07-17 23:08:00
2004-08-13 00:56:00,2004-08-13 01:08:00,C2.2,GOES,2004-08-13 01:02:00
2004-08-13 02:52:00,2004-08-13 02:58:00,C1.9,GOES,2004-08-13 02:55:00
2004-08-13 06:36:00,2004-08-13 07:38:00,M1.2,GOES,2004-08-13 07:29:00
2004-08-13 09:36:00,2004-08-13 09:57:00,C2.4,GOES,2004-08-13 09:43:00
2004-08-13 12:02:00,2004-08-13 12:12:00,M1.1,GOES,2004-08-13 12:09:00
2004-08-13 15:10:00,2004-08-13 15:21:00,C8.6,GOES,2004-08-13 15:16:00
2004-08-13 16:55:00,2004-08-13 17:03:00,C2.3,GOES,2004-08-13 16:58:00
2004-08-13 18:07:00,2004-08-13 18:15:00,X1.0,GOES,2004-08-13 18:12:00
2004-08-13 23:04:00,2004-08-13 23:10:00,C3.5,GOES,2004-08-13 23:07:00
2004-08-13 23:14:00,2004-08-13 23:46:00,M3.0,GOES,2004-08-13 23:43:00
2004-08-13 23:46:00,2004-08-13 23:54:00,M2.8,GOES,2004-08-13 23:50:00
2004-08-18 01:06:00,2004-08-18 01:15:00,C6.1,GOES,2004-08-18 01:10:00
2004-08-18 02:17:00,2004-08-18 02:28:00,C3.3,GOES,2004-08-18 02:23:00
2004-08-18 02:38:00,2004-08-18 02:47:00,C1.8,GOES,2004-08-18 02:42:00
2004-08-18 02:55:00,2004-08-18 03:25:00,C2.5,GOES,2004-08-18 03:19:00
2004-08-18 04:14:00,2004-08-18 04:20:00,C1.6,GOES,2004-08-18 04:17:00
2004-08-18 05:06:00,2004-08-18 05:14:00,C3.0,GOES,2004-08-18 05:10:00
2004-08-18 07:14:00,2004-08-18 07:35:00,C4.1,GOES,2004-08-18 07:26:00
2004-08-18 10:40:00,2004-08-18 10:48:00,C3.2,GOES,2004-08-18 10:44:00
2004-08-18 13:12:00,2004-08-18 13:22:00,C1.4,GOES,2004-08-18 13:15:00
2004-08-18 13:48:00,2004-08-18 14:03:00,C4.0,GOES,2004-08-18 13:56:00
2004-08-18 16:21:00,2004-08-18 17:01:00,C7.2,GOES,2004-08-18 16:46:00
2004-08-18 17:29:00,2004-08-18 17:54:00,X1.8,GOES,2004-08-18 17:40:00
2004-08-18 22:53:00,2004-08-18 23:02:00,C2.3,GOES,2004-08-18 22:58:00
2004-10-29 23:53:00,2004-10-30 00:05:00,C3.1,GOES,2004-10-29 23:59:00
2004-10-30 00:39:00,2004-10-30 00:53:00,C9.7,GOES,2004-10-30 00:49:00
2004-10-30 02:09:00,2004-10-30 02:22:00,C1.6,GOES,2004-10-30 02:16:00
2004-10-30 03:23:00,2004-10-30 03:37:00,M3.3,GOES,2004-10-30 03:33:00
2004-10-30 04:11:00,2004-10-30 04:21:00,C1.2,GOES,2004-10-30 04:16:00
2004-10-30 04:51:00,2004-10-30 05:03:00,B9.2,GOES,2004-10-30 04:56:00
2004-10-30 05:50:00,2004-10-30 05:59:00,C1.1,GOES,2004-10-30 05:55:00
2004-10-30 06:08:00,2004-10-30 06:22:00,M4.2,GOES,2004-10-30 06:18:00
2004-10-30 06:55:00,2004-10-30 07:05:00,C5.5,GOES,2004-10-30 07:01:00
2004-10-30 08:53:00,2004-10-30 09:01:00,C1.6,GOES,2004-10-30 08:58:00
2004-10-30 09:09:00,2004-10-30 09:30:00,M3.7,GOES,2004-10-30 09:28:00
2004-10-30 10:20:00,2004-10-30 10:41:00,C7.2,GOES,2004-10-30 10:35:00
2004-10-30 11:17:00,2004-10-30 11:27:00,C1.0,GOES,2004-10-30 11:22:00
2004-10-30 11:38:00,2004-10-30 11:50:00,X1.2,GOES,2004-10-30 11:46:00
2004-10-30 12:45:00,2004-10-30 13:03:00,C3.7,GOES,2004-10-30 12:51:00
2004-10-30 13:44:00,2004-10-30 13:54:00,C1.5,GOES,2004-10-30 13:50:00
2004-10-30 13:59:00,2004-10-30 14:10:00,C2.6,GOES,2004-10-30 14:06:00
2004-10-30 14:31:00,2004-10-30 14:37:00,B9.8,GOES,2004-10-30 14:35:00
2004-10-30 14:41:00,2004-10-30 14:53:00,C2.6,GOES,2004-10-30 14:48:00
2004-10-30 15:51:00,2004-10-30 15:57:00,C1.4,GOES,2004-10-30 15:54:00
2004-10-30 16:18:00,2004-10-30 16:37:00,M5.9,GOES,2004-10-30 16:33:00
2004-10-30 21:51:00,2004-10-30 22:04:00,C2.4,GOES,2004-10-30 21:59:00
2004-11-07 01:38:00,2004-11-07 01:51:00,C3.2,GOES,2004-11-07 01:45:00
2004-11-07 02:37:00,2004-11-07 02:50:00,C4.4,GOES,2004-11-07 02:42:00
2004-11-07 04:11:00,2004-11-07 04:34:00,C5.3,GOES,2004-11-07 04:17:00
2004-11-07 04:45:00,2004-11-07 04:58:00,C5.1,GOES,2004-11-07 04:50:00
2004-11-07 06:22:00,2004-11-07 06:33:00,C1.0,GOES,2004-11-07 06:25:00
2004-11-07 07:52:00,2004-11-07 08:12:00,C4.1,GOES,2004-11-07 08:01:00
2004-11-07 09:35:00,2004-11-07 10:10:00,C6.7,GOES,2004-11-07 10:02:00
2004-11-07 11:11:00,2004-11-07 11:20:00,B8.4,GOES,2004-11-07 11:15:00
2004-11-07 11:54:00,2004-11-07 12:06:00,B7.4,GOES,2004-11-07 12:00:00
2004-11-07 12:38:00,2004-11-07 12:55:00,C1.2,GOES,2004-11-07 12:47:00
2004-11-07 13:58:00,2004-11-07 14:20:00,C7.0,GOES,2004-11-07 14:07:00
2004-11-07 15:09:00,2004-11-07 15:17:00,C2.3,GOES,2004-11-07 15:13:00
2004-11-07 15:42:00,2004-11-07 16:15:00,X2.0,GOES,2004-11-07 16:06:00
2004-11-07 21:54:00,2004-11-07 22:04:00,C2.8,GOES,2004-11-07 21:59:00
2004-11-07 23:23:00,2004-11-07 23:28:00,C1.6,GOES,2004-11-07 23:26:00
2004-11-10 01:59:00,2004-11-10 02:20:00,X2.5,GOES,2004-11-10 02:13:00
2004-11-10 07:27:00,2004-11-10 07:47:00,C2.6,GOES,2004-11-10 07:39:00
2004-11-10 08:08:00,2004-11-10 08:20:00,C3.2,GOES,2004-11-10 08:14:00
2004-11-10 10:16:00,2004-11-10 10:27:00,C1.5,GOES,2004-11-10 10:21:00
2004-11-10 10:45:00,2004-11-10 10:51:00,C1.9,GOES,2004-11-10 10:49:00
2004-11-10 11:46:00,2004-11-10 12:18:00,C2.2,GOES,2004-11-10 11:57:00
2004-11-10 15:42:00,2004-11-10 15:59:00,C2.6,GOES,2004-11-10 15:50:00
2004-11-10 16:08:00,2004-11-10 16:17:00,C2.6,GOES,2004-11-10 16:12:00
2004-11-10 16:51:00,2004-11-10 17:02:00,C1.8,GOES,2004-11-10 16:57:00
2004-11-10 18:28:00,2004-11-10 18:35:00,B9.3,GOES,2004-11-10 18:31:00
2004-11-10 20:52:00,2004-11-10 21:24:00,B9.6,GOES,2004-11-10 20:59:00
2006-12-05 00:20:00,2006-12-05 00:33:00,B4.1,GOES,2006-12-05 00:25:00
2006-12-05 01:31:00,2006-12-05 01:37:00,B3.2,GOES,2006-12-05 01:34:00
2006-12-05 01:41:00,2006-12-05 01:50:00,B8.7,GOES,2006-12-05 01:48:00
2006-12-05 01:59:00,2006-12-05 02:07:00,C2.2,GOES,2006-12-05 02:03:00
2006-12-05 03:15:00,2006-12-05 03:27:00,B8.7,GOES,2006-12-05 03:23:00
2006-12-05 03:35:00,2006-12-05 03:48:00,B7.0,GOES,2006-12-05 03:40:00
2006-12-05 04:08:00,2006-12-05 04:27:00,B6.6,GOES,2006-12-05 04:17:00
2006-12-05 05:01:00,2006-12-05 05:17:00,C3.8,GOES,2006-12-05 05:09:00
2006-12-05 06:05:00,2006-12-05 06:30:00,C4.2,GOES,2006-12-05 06:26:00
2006-12-05 07:11:00,2006-12-05 07:33:00,B5.1,GOES,2006-12-05 07:20:00
2006-12-05 07:45:00,2006-12-05 08:06:00,M1.8,GOES,2006-12-05 08:03:00
2006-12-05 09:07:00,2006-12-05 09:14:00,C1.5,GOES,2006-12-05 09:11:00
2006-12-05 10:18:00,2006-12-05 10:45:00,X9.0,GOES,2006-12-05 10:35:00
2006-12-05 16:09:00,2006-12-05 16:20:00,C1.7,GOES,2006-12-05 16:15:00
2006-12-05 17:18:00,2006-12-05 17:28:00,C1.2,GOES,2006-12-05 17:22:00
2006-12-05 19:49:00,2006-12-05 20:14:00,C5.8,GOES,2006-12-05 20:07:00
2006-12-05 20:21:00,2006-12-05 21:35:00,C3.7,GOES,2006-12-05 20:54:00
2006-12-05 23:52:00,2006-12-05 23:58:00,C1.5,GOES,2006-12-05 23:55:00
2006-12-06 01:30:00,2006-12-06 02:54:00,M1.1,GOES,2006-12-06 02:20:00
2006-12-06 05:36:00,2006-12-06 05:45:00,C2.4,GOES,2006-12-06 05:40:00
2006-12-06 07:06:00,2006-12-06 07:14:00,C1.0,GOES,2006-12-06 07:10:00
2006-12-06 07:25:00,2006-12-06 07:31:00,C1.5,GOES,2006-12-06 07:28:00
2006-12-06 07:34:00,2006-12-06 07:40:00,C1.7,GOES,2006-12-06 07:37:00
2006-12-06 08:02:00,2006-12-06 09:03:00,M6.0,GOES,2006-12-06 08:23:00
2006-12-06 12:53:00,2006-12-06 13:03:00,C4.8,GOES,2006-12-06 12:58:00
2006-12-06 14:21:00,2006-12-06 14:33:00,C2.5,GOES,2006-12-06 14:28:00
2006-12-06 15:00:00,2006-12-06 15:14:00,C2.1,GOES,2006-12-06 15:05:00
2006-12-06 15:54:00,2006-12-06 16:00:00,C1.7,GOES,2006-12-06 15:58:00
2006-12-06 16:06:00,2006-12-06 16:14:00,C1.4,GOES,2006-12-06 16:11:00
2006-12-06 16:15:00,2006-12-06 16:26:00,C4.4,GOES,2006-12-06 16:21:00
2006-12-06 17:49:00,2006-12-06 18:04:00,B9.0,GOES,2006-12-06 17:52:00
2006-12-06 18:29:00,2006-12-06 19:00:00,X6.5,GOES,2006-12-06 18:47:00
2006-12-06 20:14:00,2006-12-06 20:22:00,M3.5,GOES,2006-12-06 20:19:00
2006-12-06 21:44:00,2006-12-06 21:55:00,C7.4,GOES,2006-12-06 21:52:00
2006-12-06 22:26:00,2006-12-06 22:33:00,C3.1,GOES,2006-12-06 22:31:00
2006-12-06 23:09:00,2006-12-06 23:15:00,C1.7,GOES,2006-12-06 23:13:00
2006-12-13 02:14:00,2006-12-13 02:57:00,X3.4,GOES,2006-12-13 02:40:00
2006-12-13 11:22:00,2006-12-13 11:40:00,B7.8,GOES,2006-12-13 11:34:00
2006-12-13 13:22:00,2006-12-13 13:38:00,B7.4,GOES,2006-12-13 13:31:00
2006-12-13 14:14:00,2006-12-13 14:33:00,C2.2,GOES,2006-12-13 14:23:00
2006-12-13 18:18:00,2006-12-13 18:31:00,C1.7,GOES,2006-12-13 18:25:00
2006-12-13 19:29:00,2006-12-13 19:45:00,B3.1,GOES,2006-12-13 19:40:00
2006-12-14 00:50:00,2006-12-14 01:01:00,B6.8,GOES,2006-12-14 00:58:00
2006-12-14 05:41:00,2006-12-14 05:48:00,B1.7,GOES,2006-12-14 05:45:00
2006-12-14 06:10:00,2006-12-14 06:22:00,B2.8,GOES,2006-12-14 06:15:00
2006-12-14 08:31:00,2006-12-14 08:42:00,B2.8,GOES,2006-12-14 08:38:00
2006-12-14 09:33:00,2006-12-14 09:39:00,B2.4,GOES,2006-12-14 09:37:00
2006-12-14 11:07:00,2006-12-14 11:13:00,B1.8,GOES,2006-12-14 11:10:00
2006-12-14 11:56:00,2006-12-14 12:29:00,C1.0,GOES,2006-12-14 12:10:00
2006-12-14 14:13:00,2006-12-14 14:26:00,B3.2,GOES,2006-12-14 14:16:00
2006-12-14 14:29:00,2006-12-14 14:36:00,B2.3,GOES,2006-12-14 14:34:00
2006-12-14 15:49:00,2006-12-14 15:55:00,B2.6,GOES,2006-12-14 15:53:00
2006-12-14 16:36:00,2006-12-14 16:59:00,C1.2,GOES,2006-12-14 16:49:00
2006-12-14 18:53:00,2006-12-14 19:03:00,B7.1,GOES,2006-12-14 18:58:00
2006-12-14 19:31:00,2006-12-14 19:39:00,B3.1,GOES,2006-12-14 19:35:00
2006-12-14 19:49:00,2006-12-14 20:04:00,B7.0,GOES,2006-12-14 19:59:00
2006-12-14 20:31:00,2006-12-14 20:39:00,B2.9,GOES,2006-12-14 20:35:00
2006-12-14 21:07:00,2006-12-14 22:26:00,X1.5,GOES,2006-12-14 22:15:00
2011-02-15 00:31:00,2011-02-15 00:48:00,C2.7,GOES,2011-02-15 00:38:00
2011-02-15 01:44:00,2011-02-15 02:06:00,X2.2,GOES,2011-02-15 01:56:00
2011-02-15 04:27:00,2011-02-15 04:37:00,C4.8,GOES,2011-02-15 04:32:00
2011-02-15 10:02:00,2011-02-15 10:16:00,C1.0,GOES,2011-02-15 10:07:00
2011-02-15 14:32:00,2011-02-15 14:51:00,C4.8,GOES,2011-02-15 14:44:00
2011-02-15 18:07:00,2011-02-15 18:57:00,C1.7,GOES,2011-02-15 18:44:00
2011-02-15 19:30:00,2011-02-15 20:53:00,C6.6,GOES,2011-02-15 20:33:00
2011-02-15 22:49:00,2011-02-15 22:56:00,C1.3,GOES,2011-02-15 22:54:00
2011-03-09 01:52:00,2011-03-09 02:07:00,C5.6,GOES,2011-03-09 01:59:00
2011-03-09 02:18:00,2011-03-09 02:25:00,C4.7,GOES,2011-03-09 02:21:00
2011-03-09 02:30:00,2011-03-09 02:36:00,C6.4,GOES,2011-03-09 02:33:00
2011-03-09 08:23:00,2011-03-09 09:06:00,C9.4,GOES,2011-03-09 08:55:00
2011-03-09 10:35:00,2011-03-09 11:21:00,M1.7,GOES,2011-03-09 11:07:00
2011-03-09 13:17:00,2011-03-09 14:13:00,M1.7,GOES,2011-03-09 14:02:00
2011-03-09 15:42:00,2011-03-09 15:53:00,C2.6,GOES,2011-03-09 15:48:00
2011-03-09 16:42:00,2011-03-09 16:53:00,C2.7,GOES,2011-03-09 16:48:00
2011-03-09 21:03:00,2011-03-09 21:22:00,C5.0,GOES,2011-03-09 21:10:00
2011-03-09 21:35:00,2011-03-09 21:45:00,C2.9,GOES,2011-03-09 21:42:00
2011-03-09 22:03:00,2011-03-09 22:14:00,C9.4,GOES,2011-03-09 22:12:00
2011-03-09 23:13:00,2011-03-09 23:29:00,X1.5,GOES,2011-03-09 23:23:00
2011-08-09 03:19:00,2011-08-09 04:08:00,M2.5,GOES,2011-08-09 03:54:00
2011-08-09 07:19:00,2011-08-09 07:27:00,C1.4,GOES,2011-08-09 07:23:00
2011-08-09 07:48:00,2011-08-09 08:08:00,X6.9,GOES,2011-08-09 08:05:00
2011-08-09 13:29:00,2011-08-09 13:57:00,C2.2,GOES,2011-08-09 13:45:00
2011-08-09 15:43:00,2011-08-09 16:04:00,C2.4,GOES,2011-08-09 15:54:00
2011-08-09 16:58:00,2011-08-09 17:05:00,B8.6,GOES,2011-08-09 17:02:00
2011-08-09 18:04:00,2011-08-09 18:42:00,C2.0,GOES,2011-08-09 18:11:00
2011-08-09 23:33:00,2011-08-09 23:49:00,C3.9,GOES,2011-08-09 23:43:00
2011-09-06 01:35:00,2011-09-06 02:05:00,M5.3,GOES,2011-09-06 01:50:00
2011-09-06 22:12:00,2011-09-06 22:24:00,X2.1,GOES,2011-09-06 22:20:00
2011-09-07 14:45:00,2011-09-07 14:51:00,B7.9,GOES,2011-09-07 14:48:00
2011-09-07 18:24:00,2011-09-07 18:33:00,B9.1,GOES,2011-09-07 18:28:00
2011-09-07 19:55:00,2011-09-07 20:19:00,C3.0,GOES,2011-09-07 20:06:00
2011-09-07 22:13:00,2011-09-07 22:26:00,C1.6,GOES,2011-09-07 22:18:00
2011-09-07 22:32:00,2011-09-07 22:44:00,X1.8,GOES,2011-09-07 22:38:00
2011-09-22 04:20:00,2011-09-22 04:41:00,C6.6,GOES,2011-09-22 04:28:00
2011-09-22 08:49:00,2011-09-22 09:09:00,C8.9,GOES,2011-09-22 09:05:00
2011-09-22 09:53:00,2011-09-22 10:09:00,M1.1,GOES,2011-09-22 10:00:00
2011-09-22 10:29:00,2011-09-22 11:44:00,X1.4,GOES,2011-09-22 11:01:00
2011-09-22 20:14:00,2011-09-22 20:33:00,C4.0,GOES,2011-09-22 20:20:00
2011-09-22 22:21:00,2011-09-22 22:36:00,C5.5,GOES,2011-09-22 22:30:00
2011-09-22 23:51:00,2011-09-23 00:02:00,C4.1,GOES,2011-09-22 23:56:00
2011-09-23 23:48:00,2011-09-24 00:04:00,M1.9,GOES,2011-09-23 23:56:00
2011-09-24 07:01:00,2011-09-24 07:08:00,C5.9,GOES,2011-09-24 07:04:00
2011-09-24 07:20:00,2011-09-24 07:27:00,C3.1,GOES,2011-09-24 07:23:00
2011-09-24 08:38:00,2011-09-24 08:55:00,C2.2,GOES,2011-09-24 08:43:00
2011-09-24 09:21:00,2011-09-24 09:48:00,X1.9,GOES,2011-09-24 09:40:00
2011-09-24 11:25:00,2011-09-24 11:37:00,C2.7,GOES,2011-09-24 11:31:00
2011-09-24 12:33:00,2011-09-24 14:10:00,M7.1,GOES,2011-09-24 13:20:00
2011-09-24 16:36:00,2011-09-24 17:15:00,M1.7,GOES,2011-09-24 16:59:00
2011-09-24 17:19:00,2011-09-24 17:31:00,M3.1,GOES,2011-09-24 17:25:00
2011-09-24 17:59:00,2011-09-24 18:24:00,M2.8,GOES,2011-09-24 18:15:00
2011-09-24 19:09:00,2011-09-24 19:41:00,M3.0,GOES,2011-09-24 19:21:00
2011-09-24 20:29:00,2011-09-24 20:42:00,M5.8,GOES,2011-09-24 20:36:00
2011-09-24 21:23:00,2011-09-24 21:32:00,M1.2,GOES,2011-09-24 21:27:00
2011-09-24 23:45:00,2011-09-25 00:09:00,M1.0,GOES,2011-09-24 23:58:00
2011-11-03 00:05:00,2011-11-03 00:27:00,C4.4,GOES,2011-11-03 00:18:00
2011-11-03 01:24:00,2011-11-03 01:35:00,C3.4,GOES,2011-11-03 01:30:00
2011-11-03 03:18:00,2011-11-03 03:36:00,C2.9,GOES,2011-11-03 03:25:00
2011-11-03 07:11:00,2011-11-03 07:26:00,C3.2,GOES,2011-11-03 07:15:00
2011-11-03 09:38:00,2011-11-03 09:50:00,C2.1,GOES,2011-11-03 09:44:00
2011-11-03 10:03:00,2011-11-03 10:17:00,C3.4,GOES,2011-11-03 10:11:00
2011-11-03 10:58:00,2011-11-03 11:20:00,M2.5,GOES,2011-11-03 11:11:00
2011-11-03 14:03:00,2011-11-03 14:14:00,C1.5,GOES,2011-11-03 14:08:00
2011-11-03 14:48:00,2011-11-03 15:00:00,C3.8,GOES,2011-11-03 14:54:00
2011-11-03 17:57:00,2011-11-03 18:21:00,C2.2,GOES,2011-11-03 18:09:00
2011-11-03 18:47:00,2011-11-03 19:00:00,C4.5,GOES,2011-11-03 18:53:00
2011-11-03 20:16:00,2011-11-03 20:32:00,X1.9,GOES,2011-11-03 20:27:00
2011-11-03 22:12:00,2011-11-03 22:27:00,C5.4,GOES,2011-11-03 22:18:00
2011-11-03 22:28:00,2011-11-03 22:44:00,C5.8,GOES,2011-11-03 22:35:00
2011-11-03 22:56:00,2011-11-03 23:24:00,C9.2,GOES,2011-11-03 23:13:00
2011-11-03 23:28:00,2011-11-03 23:44:00,M2.1,GOES,2011-11-03 23:36:00
2012-01-27 01:11:00,2012-01-27 01:32:00,C1.7,GOES,2012-01-27 01:24:00
2012-01-27 04:01:00,2012-01-27 04:26:00,C2.1,GOES,2012-01-27 04:10:00
2012-01-27 06:24:00,2012-01-27 06:53:00,C5.5,GOES,2012-01-27 06:42:00
2012-01-27 11:58:00,2012-01-27 12:16:00,C1.4,GOES,2012-01-27 12:06:00
2012-01-27 13:02:00,2012-01-27 13:09:00,C1.0,GOES,2012-01-27 13:05:00
2012-01-27 17:37:00,2012-01-27 18:56:00,X1.7,GOES,2012-01-27 18:37:00
2012-03-05 00:23:00,2012-03-05 00:47:00,C3.4,GOES,2012-03-05 00:36:00
2012-03-05 00:58:00,2012-03-05 01:19:00,C4.7,GOES,2012-03-05 01:06:00
2012-03-05 02:30:00,2012-03-05 04:43:00,X1.1,GOES,2012-03-05 04:09:00
2012-03-05 10:29:00,2012-03-05 10:36:00,C2.3,GOES,2012-03-05 10:32:00
2012-03-05 12:05:00,2012-03-05 12:21:00,C5.8,GOES,2012-03-05 12:13:00
2012-03-05 14:26:00,2012-03-05 14:33:00,C1.2,GOES,2012-03-05 14:29:00
2012-03-05 14:54:00,2012-03-05 15:09:00,C5.4,GOES,2012-03-05 15:04:00
2012-03-05 15:24:00,2012-03-05 15:33:00,C7.8,GOES,2012-03-05 15:29:00
2012-03-05 16:16:00,2012-03-05 16:26:00,C9.8,GOES,2012-03-05 16:22:00
2012-03-05 16:44:00,2012-03-05 16:52:00,C4.6,GOES,2012-03-05 16:50:00
2012-03-05 17:25:00,2012-03-05 17:38:00,C1.5,GOES,2012-03-05 17:28:00
2012-03-05 18:33:00,2012-03-05 18:41:00,C6.8,GOES,2012-03-05 18:37:00
2012-03-05 19:10:00,2012-03-05 19:21:00,M2.1,GOES,2012-03-05 19:16:00
2012-03-05 19:27:00,2012-03-05 19:32:00,M1.8,GOES,2012-03-05 19:30:00
2012-03-05 20:10:00,2012-03-05 20:17:00,C1.7,GOES,2012-03-05 20:15:00
2012-03-05 22:26:00,2012-03-05 22:42:00,M1.3,GOES,2012-03-05 22:34:00
2012-03-05 22:53:00,2012-03-05 22:59:00,C2.5,GOES,2012-03-05 22:56:00
2012-03-05 23:17:00,2012-03-05 23:25:00,C1.6,GOES,2012-03-05 23:20:00
2012-03-05 23:53:00,2012-03-06 00:09:00,C2.4,GOES,2012-03-06 00:04:00
2012-03-07 00:02:00,2012-03-07 00:40:00,X5.4,GOES,2012-03-07 00:24:00
2012-03-07 01:05:00,2012-03-07 01:23:00,X1.3,GOES,2012-03-07 01:14:00
2012-03-07 16:19:00,2012-03-07 16:26:00,C1.6,GOES,2012-03-07 16:22:00
2012-07-06 00:13:00,2012-07-06 00:24:00,C6.8,GOES,2012-07-06 00:21:00
2012-07-06 01:37:00,2012-07-06 01:42:00,M2.9,GOES,2012-07-06 01:40:00
2012-07-06 02:28:00,2012-07-06 02:37:00,C5.0,GOES,2012-07-06 02:31:00
2012-07-06 02:44:00,2012-07-06 02:58:00,M1.0,GOES,2012-07-06 02:51:00
2012-07-06 04:28:00,2012-07-06 04:37:00,C5.8,GOES,2012-07-06 04:33:00
2012-07-06 04:52:00,2012-07-06 05:24:00,C7.7,GOES,2012-07-06 04:59:00
2012-07-06 07:02:00,2012-07-06 07:10:00,C7.4,GOES,2012-07-06 07:07:00
2012-07-06 08:17:00,2012-07-06 08:27:00,M1.5,GOES,2012-07-06 08:23:00
2012-07-06 09:13:00,2012-07-06 09:29:00,C3.8,GOES,2012-07-06 09:18:00
2012-07-06 10:24:00,2012-07-06 10:32:00,M1.8,GOES,2012-07-06 10:29:00
2012-07-06 13:26:00,2012-07-06 13:32:00,M1.2,GOES,2012-07-06 13:30:00
2012-07-06 14:50:00,2012-07-06 15:12:00,C7.8,GOES,2012-07-06 15:00:00
2012-07-06 16:01:00,2012-07-06 16:10:00,C5.0,GOES,2012-07-06 16:05:00
2012-07-06 17:07:00,2012-07-06 17:15:00,C3.4,GOES,2012-07-06 17:10:00
2012-07-06 17:38:00,2012-07-06 17:48:00,C7.2,GOES,2012-07-06 17:43:00
2012-07-06 18:48:00,2012-07-06 19:05:00,M1.3,GOES,2012-07-06 18:55:00
2012-07-06 19:20:00,2012-07-06 19:26:00,C9.2,GOES,2012-07-06 19:24:00
2012-07-06 23:01:00,2012-07-06 23:14:00,X1.1,GOES,2012-07-06 23:08:00
2012-07-12 01:05:00,2012-07-12 01:17:00,C1.3,GOES,2012-07-12 01:09:00
2012-07-12 01:23:00,2012-07-12 01:43:00,C4.0,GOES,2012-07-12 01:36:00
2012-07-12 07:23:00,2012-07-12 07:46:00,C1.0,GOES,2012-07-12 07:27:00
2012-07-12 07:46:00,2012-07-12 08:21:00,C3.1,GOES,2012-07-12 08:05:00
2012-07-12 15:37:00,2012-07-12 17:30:00,X1.4,GOES,2012-07-12 16:49:00
2012-10-23 03:13:00,2012-10-23 03:21:00,X1.8,GOES,2012-10-23 03:17:00
2012-10-23 06:03:00,2012-10-23 06:15:00,C1.6,GOES,2012-10-23 06:10:00
2012-10-23 07:40:00,2012-10-23 08:56:00,C3.0,GOES,2012-10-23 08:21:00
2012-10-23 13:10:00,2012-10-23 13:18:00,C2.3,GOES,2012-10-23 13:15:00
2012-10-23 14:57:00,2012-10-23 15:05:00,C2.8,GOES,2012-10-23 15:00:00
2012-10-23 18:26:00,2012-10-23 18:45:00,C1.9,GOES,2012-10-23 18:39:00
2012-10-23 19:54:00,2012-10-23 20:04:00,C1.1,GOES,2012-10-23 19:58:00
2013-05-13 00:32:00,2013-05-13 00:46:00,C9.3,GOES,2013-05-13 00:39:00
2013-05-13 01:53:00,2013-05-13 02:32:00,X1.7,GOES,2013-05-13 02:17:00
2013-05-13 07:02:00,2013-05-13 07:09:00,C2.4,GOES,2013-05-13 07:06:00
2013-05-13 08:02:00,2013-05-13 08:11:00,C2.0,GOES,2013-05-13 08:07:00
2013-05-13 08:35:00,2013-05-13 08:44:00,C4.5,GOES,2013-05-13 08:38:00
2013-05-13 09:24:00,2013-05-13 09:37:00,C2.8,GOES,2013-05-13 09:29:00
2013-05-13 10:34:00,2013-05-13 10:40:00,C1.7,GOES,2013-05-13 10:37:00
2013-05-13 11:57:00,2013-05-13 12:09:00,M1.3,GOES,2013-05-13 12:03:00
2013-05-13 12:47:00,2013-05-13 13:00:00,C4.0,GOES,2013-05-13 12:52:00
2013-05-13 13:55:00,2013-05-13 15:10:00,C5.3,GOES,2013-05-13 14:40:00
2013-05-13 15:48:00,2013-05-13 16:16:00,X2.8,GOES,2013-05-13 16:05:00
2013-05-13 21:26:00,2013-05-13 21:34:00,C2.9,GOES,2013-05-13 21:29:00
2013-05-13 21:58:00,2013-05-13 22:11:00,C8.3,GOES,2013-05-13 22:05:00
2013-05-14 00:00:00,2013-05-14 01:20:00,X3.2,GOES,2013-05-14 01:11:00
2013-05-14 12:18:00,2013-05-14 12:24:00,C1.8,GOES,2013-05-14 12:22:00
2013-05-14 21:56:00,2013-05-14 22:21:00,C4.3,GOES,2013-05-14 22:04:00
2013-05-14 22:46:00,2013-05-14 22:58:00,C2.0,GOES,2013-05-14 22:54:00
2013-05-15 01:25:00,2013-05-15 01:58:00,X1.2,GOES,2013-05-15 01:48:00
2013-05-15 12:08:00,2013-05-15 13:08:00,C1.6,GOES,2013-05-15 12:37:00
2013-05-15 13:27:00,2013-05-15 13:33:00,C1.4,GOES,2013-05-15 13:30:00
2013-05-15 16:09:00,2013-05-15 16:18:00,C1.1,GOES,2013-05-15 16:13:00
2013-05-15 22:26:00,2013-05-15 22:41:00,C1.1,GOES,2013-05-15 22:31:00
2013-10-25 02:48:00,2013-10-25 03:12:00,M2.9,GOES,2013-10-25 03:02:00
2013-10-25 06:10:00,2013-10-25 06:30:00,C3.4,GOES,2013-10-25 06:27:00
2013-10-25 06:49:00,2013-10-25 07:10:00,C3.2,GOES,2013-10-25 07:01:00
2013-10-25 07:53:00,2013-10-25 08:09:00,X1.7,GOES,2013-10-25 08:01:00
2013-10-25 09:43:00,2013-10-25 10:25:00,M1.0,GOES,2013-10-25 10:12:00
2013-10-25 13:06:00,2013-10-25 13:19:00,C1.8,GOES,2013-10-25 13:14:00
